STATE,AREA,COUNTY_ZIP3
VA,10,Fairfax City
VA,10,Falls Church City
VA,10,Fredericksburg City
VA,10,Manassas City
VA,10,Manassas Park City
VA,11,Frederick
VA,11,Winchester City
VA,12,Accomack
VA,12,Alleghany
VA,12,Augusta
VA,12,Bath
VA,12,Bland
VA,12,Brunswick
VA,12,Buchanan
VA,12,Buckingham
VA,12,Carroll
VA,12,Charlotte
VA,12,Culpeper
VA,12,Dickenson
VA,12,Essex
VA,12,Floyd
VA,12,Grayson
VA,12,Greensville
VA,12,Halifax
VA,12,Henry
VA,12,Highland
VA,12,King George
VA,12,Lancaster
VA,12,Lee
VA,12,Lunenburg
VA,12,Madison
VA,12,Mecklenburg
VA,12,Middlesex
VA,12,Northampton
VA,12,Northumberland
VA,12,Nottoway
VA,12,Orange
VA,12,Page
VA,12,Patrick
VA,12,Prince Edward
VA,12,Rappahannock
VA,12,Richmond
VA,12,Rockbridge
VA,12,Russell
VA,12,Shenandoah
VA,12,Smyth
VA,12,Southampton
VA,12,Tazewell
VA,12,Westmoreland
VA,12,Wise
VA,12,Wythe
VA,12,Buena Vista City
VA,12,Covington City
VA,12,Emporia City
VA,12,Franklin City
VA,12,Galax City
VA,12,Lexington City
VA,12,Martinsville City
VA,12,Norton City
VA,12,Staunton City
VA,12,Waynesboro City
VT,1,Chittenden
VT,1,Franklin
VT,1,Grand Isle
VT,1,Addison
VT,1,Bennington
VT,1,Caledonia
VT,1,Essex
VT,1,Lamoille
VT,1,Orange
VT,1,Orleans
VT,1,Rutland
VT,1,Washington
VT,1,Windham
VT,1,Windsor
WA,1,King
WA,2,Clallam
WA,2,Cowlitz
WA,2,Grays Harbor
WA,2,Island
WA,2,Jefferson
WA,2,Mason
WA,2,Lewis
WA,2,Kitsap
WA,2,Pacific
WA,2,Pierce
WA,2,San Juan
WA,2,Skagit
WA,2,Snohomish
WA,2,Thurston
WA,2,Wahkiakum
WA,2,Whatcom
WA,3,Clark
WA,3,Klickitat
WA,3,Skamania
WA,4,Ferry
WA,4,Lincoln
WA,4,Pend Oreille
WA,4,Spokane
WA,4,Stevens
WA,5,Adams
WA,5,Asotin
WA,5,Benton
WA,5,Chelan
WA,5,Columbia
WA,5,Douglas
WA,5,Franklin
WA,5,Garfield
WA,5,Grant
WA,5,Kittitas
WA,5,Okanogan
WA,5,Walla Walla
WA,5,Whitman
WA,5,Yakima
WI,1,Milwaukee
WI,2,Dane
WI,3,Polk
WI,3,St. Croix
WI,3,Pierce
WI,4,Dunn
WI,4,Pepin
WI,4,Chippewa
WI,4,Eau Claire
WI,5,Douglas
WI,5,Bayfield
WI,5,Ashland
WI,5,Burnett
WI,5,Washburn
WI,5,Sawyer
WI,6,Buffalo
WI,6,Trempealeau
WI,6,Jackson
WI,6,La Crosse
WI,6,Monroe
WI,7,Vernon
WI,7,Crawford
WI,7,Grant
WI,7,Iowa
WI,7,LaFayette
WI,8,Barron
WI,8,Rusk
WI,8,Price
WI,8,Taylor
WI,8,Clark
WI,9,Racine
WI,9,Kenosha
WI,10,Lincoln
WI,10,Marathon
WI,10,Wood
WI,10,Portage
WI,11,Waupaca
WI,11,Outagamie
WI,11,Waushara
WI,11,Winnebago
WI,11,Calumet
WI,11,Fond du Lac
WI,11,Sheboygan
WI,11,Dodge
WI,12,Washington
WI,12,Ozaukee
WI,12,Waukesha
WI,13,Iron
WI,13,Vilas
WI,13,Oneida
WI,13,Forest
WI,13,Florence
WI,13,Langlade
WI,14,Green
WI,14,Rock
WI,14,Walworth
WI,14,Jefferson
WI,14,Columbia
WI,15,Juneau
WI,15,Adams
WI,15,Marquette
WI,15,Green Lake
WI,15,Richland
WI,15,Sauk
WI,16,Marinette
WI,16,Oconto
WI,16,Menominee
WI,16,Shawano
WI,16,Brown
WI,16,Manitowoc
WI,16,Kewaunee
WI,16,Door
WV,1,Braxton
WV,1,Calhoun
WV,1,Clay
WV,1,Fayette
WV,1,Greenbrier
WV,1,Nicholas
WV,1,Roane
WV,2,Kanawha
WV,3,Boone
WV,3,Lincoln
WV,3,Logan
WV,3,McDowell
WV,3,Mingo
WV,3,Wyoming
WV,4,Mercer
WV,4,Monroe
WV,4,Raleigh
WV,4,Summers
WV,5,Cabell
WV,5,Mason
WV,5,Putnam
WV,5,Wayne
WV,6,Berkeley
WV,6,Jefferson
WV,7,Grant
WV,7,Hampshire
WV,7,Hardy
WV,7,Mineral
WV,7,Morgan
WV,7,Pendleton
WV,8,Doddridge
WV,8,Gilmer
WV,8,Lewis
WV,8,Marion
WV,8,Monongalia
WV,8,Wetzel
WV,9,Barbour
WV,9,Harrison
WV,9,Pocahontas
WV,9,Preston
WV,9,Randolph
WV,9,Taylor
WV,9,Tucker
WV,9,Upshur
WV,9,Webster
WV,10,Jackson
WV,10,Pleasants
WV,10,Ritchie
WV,10,Tyler
WV,10,Wirt
WV,10,Wood
WV,11,Brooke
WV,11,Hancock
WV,11,Marshall
WV,11,Ohio
WY,1,Natrona
WY,2,Laramie
WY,3,Albany
WY,3,Big Horn
WY,3,Campbell
WY,3,Carbon
WY,3,Converse
WY,3,Crook
WY,3,Fremont
WY,3,Goshen
WY,3,Hot Springs
WY,3,Johnson
WY,3,Lincoln
WY,3,Niobrara
WY,3,Park
WY,3,Platte
WY,3,Sheridan
WY,3,Sublette
WY,3,Sweetwater
WY,3,Teton
WY,3,Uinta
WY,3,Washakie
WY,3,Weston
